"Date","CodeOffice","CodeTaxe","TaxeDescription","AmountPaid","AmountAssessed"
"2024-02-13",DJZFR,CUA,Taxe de Contribution de l'UA,5512.0,5512.0
"2024-02-13",DJZFR,FDT,Frais de Timbre,8000.0,8000.0
"2024-02-13",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,275625.0,275625.0
"2024-02-13",DJZFR,TVA,Taxe sur la Valeur Ajoutée,303187.0,303187.0
"2024-02-14",DIFTZ,CUA,Taxe de Contribution de l'UA,38949.0,19773.0
"2024-02-14",DIFTZ,DAL,Droit d'Accisse Huiles lubrifiants,0.0,999100.0
"2024-02-14",DIFTZ,FDT,Frais de Timbre,61000.0,59000.0
"2024-02-14",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,365598.0,365598.0
"2024-02-14",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,1088641.0,1434550.0
"2024-02-14",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,2093557.0,1269243.0
"2024-02-14",DJAFR,CUA,Taxe de Contribution de l'UA,60646.0,202535.0
"2024-02-14",DJAFR,FDT,Frais de Timbre,41000.0,32000.0
"2024-02-14",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,299685.0,8627980.0
"2024-02-14",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,421089.0,368869.0
"2024-02-14",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,1176071.0,823311.0
"2024-02-14",DJAFR,TVA,Taxe sur la Valeur Ajoutée,1809595.0,9995337.0
"2024-02-14",DJAKH,CCD,Frais Chambre de Commerce,144052.0,32359.0
"2024-02-14",DJAKH,CUA,Taxe de Contribution de l'UA,211062.0,49212.0
"2024-02-14",DJAKH,DAK,Droit d'Accisse Khat,40895347,11499206
"2024-02-14",DJAKH,FDT,Frais de Timbre,101000.0,133000.0
"2024-02-14",DJAKH,FJS,FJSL,5276550.0,1230300.0
"2024-02-14",DJAKH,IGS,IGS / KHAT,10707073,3021970.0
"2024-02-14",DJAKH,ISS,Impôt Spécial de Solidarité,1543350.0,351073.0
"2024-02-14",DJAKH,PAT,Patente Khat,5276550.0,1200425.0
"2024-02-14",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,24272130,5521955.0
"2024-02-14",DJAKH,TVA,Taxe sur la Valeur Ajoutée,12980313,2946173.0
"2024-02-14",DJBAP,CUA,Taxe de Contribution de l'UA,680.0,680.0
"2024-02-14",DJBAP,FDT,Frais de Timbre,1000.0,1000.0
"2024-02-14",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,78200.0,78200.0
"2024-02-14",DJBAP,TVA,Taxe sur la Valeur Ajoutée,41820.0,41820.0
"2024-02-14",DJCFZ,AMD,Depense,-5000.0,0.0
"2024-02-14",DJEXO,CBU,Taxe de Contribution Budgétaire,0.0,4469.0
"2024-02-14",DJEXO,CUA,Taxe de Contribution de l'UA,115922.0,71791.0
"2024-02-14",DJEXO,FDT,Frais de Timbre,13000.0,15000.0
"2024-02-14",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-02-14",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-02-14",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-02-14",DJEXO,TVA,Taxe sur la Valeur Ajoutée,2215467.0,8937.0
"2024-02-14",DJFRZ,CUA,Taxe de Contribution de l'UA,284115.0,177863.0
"2024-02-14",DJFRZ,DAA,Droit d'Accisse Alcool,0.0,1198500.0
"2024-02-14",DJFRZ,DEM,Droit d'accises Eau Minéral,0.0,70560.0
"2024-02-14",DJFRZ,DLLP,Droits d'assises sur le lait en ,10666500,10666500
"2024-02-14",DJFRZ,FDT,Frais de Timbre,70000.0,71000.0
"2024-02-14",DJFRZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,3842542.0,3842542.0
"2024-02-14",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,0.0,16003.0
"2024-02-14",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,894819.0,894819.0
"2024-02-14",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,8602488.0,8949880.0
"2024-02-14",DJFRZ,TTT,Transit Tabacs Terrestre,5763814.0,5763814.0
"2024-02-14",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,13372003,6964095.0
"2024-02-14",DJPRT,AIB,Accompte impôt Bénéfice,1111691.0,1111691.0
"2024-02-14",DJPRT,CUA,Taxe de Contribution de l'UA,473629.0,307980.0
"2024-02-14",DJPRT,DEG,Droit d'assise eau gazeuse,262150.0,0.0
"2024-02-14",DJPRT,DJU,Droit D'assises Jus des Fruits,0.0,1600.0
"2024-02-14",DJPRT,DLLP,Droits d'assises sur le lait en ,0.0,2098500.0
"2024-02-14",DJPRT,FDT,Frais de Timbre,38000.0,37000.0
"2024-02-14",DJPRT,FDT,Recette FDT,11000.0,0.0
"2024-02-14",DJPRT,PAL,Droit d'Assises sur les Pattes,235000.0,235000.0
"2024-02-14",DJPRT,PLA,Droits d'assises sur les sachets en,0.0,96000.0
"2024-02-14",DJPRT,RFSH,Redevance Fonds Soutien Handicaps,15840.0,0.0
"2024-02-14",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,7015708.0,6891586.0
"2024-02-14",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,538015.0,538015.0
"2024-02-14",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,10110225,15690838
"2024-02-14",DJPRT,TVA,Taxe sur la Valeur Ajoutée,25775902,17954934
"2024-02-14",DJPTR,ALG,Ajustement Légale du Gasoil,-15720624,-15720624
"2024-02-14",DJPTR,ALP,Ajustement Légal du Pétrol,-2863990.0,-2863990.0
"2024-02-14",DJPTR,ALS,Ajustement Légal du Super,9489561.0,9489561.0
"2024-02-14",DJPTR,CUA,Taxe de Contribution de l'UA,446714.0,446714.0
"2024-02-14",DJPTR,DAG,Droit d'accise sur le gasoil,7600059.0,7600059.0
"2024-02-14",DJPTR,DAL,Droit d'Accisse Huiles lubrifiants,2105168.0,2105168.0
"2024-02-14",DJPTR,DAS,Droit d'accises sur le Super,13317380,13317380
"2024-02-14",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-02-14",DJPTR,FDT,Frais de Timbre,34000.0,34000.0
"2024-02-14",DJPTR,RJT,Redevance jet,3792480.0,3792480.0
"2024-02-14",DJPTR,RLG,Redevance Légale su Gasoil,24060518,24060518
"2024-02-14",DJPTR,RLP,Redevance Légale du Pétrol,315616.0,315616.0
"2024-02-14",DJPTR,RLS,Redevance Légale du Super,8985121.0,8985121.0
"2024-02-14",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,48614386,48614386
"2024-02-14",DJPTR,TVA,Taxe sur la Valeur Ajoutée,29109881,29109881
"2024-02-14",DJTRS,FDT,Frais de Timbre,142000.0,142000.0
"2024-02-14",DJUKB,FDT,Frais de Timbre,18000.0,18000.0
"2024-02-14",DJZEA,FDT,Frais de Timbre,23000.0,23000.0
"2024-02-14",DJZFR,CUA,Taxe de Contribution de l'UA,8822.0,8822.0
"2024-02-14",DJZFR,FDT,Frais de Timbre,5000.0,6000.0
"2024-02-14",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,441145.0,441145.0
"2024-02-14",DJZFR,TVA,Taxe sur la Valeur Ajoutée,485259.0,485259.0
"2024-02-15",DIFTZ,CUA,Taxe de Contribution de l'UA,47256.0,43539.0
"2024-02-15",DIFTZ,FDT,Frais de Timbre,84000.0,79000.0
"2024-02-15",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,749338.0,749338.0
"2024-02-15",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,1044658.0,617091.0
"2024-02-15",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,1424605.0,1195950.0
"2024-02-15",DJAFR,CUA,Taxe de Contribution de l'UA,195499.0,34117.0
"2024-02-15",DJAFR,DYA,Droit d'assises sur les yaourts,0.0,42600.0
"2024-02-15",DJAFR,FDT,Frais de Timbre,32000.0,34000.0
"2024-02-15",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,8371095.0,205726.0
"2024-02-15",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,800987.0,1137652.0
"2024-02-15",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,784770.0,784770.0
"2024-02-15",DJAFR,TVA,Taxe sur la Valeur Ajoutée,9722996.0,863953.0
"2024-02-15",DJAKH,CCD,Frais Chambre de Commerce,10334.0,40461.0
"2024-02-15",DJAKH,CUA,Taxe de Contribution de l'UA,15138.0,61362.0
"2024-02-15",DJAKH,DAK,Droit d'Accisse Khat,4140015.0,14332446
"2024-02-15",DJAKH,FDT,Frais de Timbre,64000.0,135000.0
"2024-02-15",DJAKH,FJS,FJSL,378450.0,1534050.0
"2024-02-15",DJAKH,IGS,IGS / KHAT,1106939.0,3768889.0
"2024-02-15",DJAKH,ISS,Impôt Spécial de Solidarité,110669.0,438572.0
"2024-02-15",DJAKH,PAT,Patente Khat,378450.0,1499600.0
"2024-02-15",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,1740870.0,6898160.0
"2024-02-15",DJAKH,TVA,Taxe sur la Valeur Ajoutée,930987.0,3681092.0
"2024-02-15",DJBAP,CUA,Taxe de Contribution de l'UA,1574.0,3924.0
"2024-02-15",DJBAP,FDT,Frais de Timbre,4000.0,5000.0
"2024-02-15",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,77200.0,77200.0
"2024-02-15",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,3450.0,273723.0
"2024-02-15",DJBAP,TVA,Taxe sur la Valeur Ajoutée,86765.0,231302.0
"2024-02-15",DJCFZ,AMD,Depense,-5000.0,0.0
"2024-02-15",DJEXO,CBU,Taxe de Contribution Budgétaire,1135659.0,888750.0
"2024-02-15",DJEXO,CUA,Taxe de Contribution de l'UA,150718.0,140843.0
"2024-02-15",DJEXO,DAA,Droit d'Accisse Alcool,0.0,0.0
"2024-02-15",DJEXO,DAL,Droit d'Accisse Huiles lubrifiants,0.0,0.0
"2024-02-15",DJEXO,FDT,Frais de Timbre,18000.0,20000.0
"2024-02-15",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-02-15",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-02-15",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-02-15",DJEXO,TIC30,Taxe Intérieur Consommation à 30%,0.0,0.0
"2024-02-15",DJEXO,TVA,Taxe sur la Valeur Ajoutée,8937.0,52500.0
"2024-02-15",DJFRZ,AMT,Amendes Trésor,756695.0,0.0
"2024-02-15",DJFRZ,CUA,Taxe de Contribution de l'UA,30621.0,27009.0
"2024-02-15",DJFRZ,DAA,Droit d'Accisse Alcool,874141.0,874141.0
"2024-02-15",DJFRZ,FDT,Frais de Timbre,94000.0,99000.0
"2024-02-15",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,11670.0,11670.0
"2024-02-15",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,1025938.0,1025938.0
"2024-02-15",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,1162220.0,134031.0
"2024-02-15",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,1837480.0,1554123.0
"2024-02-15",DJGAR,CUA,Taxe de Contribution de l'UA,0.0,107235.0
"2024-02-15",DJGAR,FDT,Frais de Timbre,0.0,28000.0
"2024-02-15",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,0.0,4190040.0
"2024-02-15",DJGAR,TVA,Taxe sur la Valeur Ajoutée,0.0,125000.0
"2024-02-15",DJPRT,CUA,Taxe de Contribution de l'UA,457859.0,444039.0
"2024-02-15",DJPRT,DAE,Droit d'Accisse Eau de toilettes,172800.0,192000.0
"2024-02-15",DJPRT,DAP,Droit d'Accisse Parfums,268800.0,268800.0
"2024-02-15",DJPRT,DJU,Droit D'assises Jus des Fruits,1600.0,8000.0
"2024-02-15",DJPRT,DLLP,Droits d'assises sur le lait en ,10492500,8394000.0
"2024-02-15",DJPRT,DPI,Droit d'assises sur les papiers ,0.0,1250000.0
"2024-02-15",DJPRT,DYA,Droit d'assises sur les yaourts,18400.0,18400.0
"2024-02-15",DJPRT,FDT,Frais de Timbre,44000.0,46000.0
"2024-02-15",DJPRT,FDT,Recette FDT,25000.0,0.0
"2024-02-15",DJPRT,PAL,Droit d'Assises sur les Pattes,0.0,173880.0
"2024-02-15",DJPRT,PLA,Droits d'assises sur les sachets en,96000.0,0.0
"2024-02-15",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,7321791.0,8361174.0
"2024-02-15",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,0.0,177448.0
"2024-02-15",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,23365241,22467899
"2024-02-15",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,837014.0,837014.0
"2024-02-15",DJPRT,TVA,Taxe sur la Valeur Ajoutée,26490818,25288120
"2024-02-15",DJPTR,ALG,Ajustement Légale du Gasoil,0.0,320787.0
"2024-02-15",DJPTR,ALP,Ajustement Légal du Pétrol,0.0,-1432122.0
"2024-02-15",DJPTR,ALS,Ajustement Légal du Super,0.0,2298962.0
"2024-02-15",DJPTR,CUA,Taxe de Contribution de l'UA,0.0,434689.0
"2024-02-15",DJPTR,DAG,Droit d'accise sur le gasoil,0.0,2315538.0
"2024-02-15",DJPTR,DAS,Droit d'accises sur le Super,0.0,2680870.0
"2024-02-15",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-02-15",DJPTR,FDT,Frais de Timbre,1000.0,10000.0
"2024-02-15",DJPTR,RLG,Redevance Légale su Gasoil,0.0,7035376.0
"2024-02-15",DJPTR,RLP,Redevance Légale du Pétrol,0.0,157822.0
"2024-02-15",DJPTR,RLS,Redevance Légale du Super,0.0,2191425.0
"2024-02-15",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,0.0,13911109
"2024-02-15",DJPTR,TVA,Taxe sur la Valeur Ajoutée,0.0,7939058.0
"2024-02-15",DJREV,CUA,Taxe de Contribution de l'UA,802868.0,1536.0
"2024-02-15",DJREV,FDT,Frais de Timbre,5000.0,1000.0
"2024-02-15",DJREV,TIC23,Taxe Intérieur Consommation à 23%,0.0,176648.0
"2024-02-15",DJREV,TVA,Taxe sur la Valeur Ajoutée,40143518,94468.0
"2024-02-15",DJTRS,FDT,Frais de Timbre,233000.0,167000.0
"2024-02-15",DJUKB,FDT,Frais de Timbre,20000.0,25000.0
"2024-02-15",DJZEA,FDT,Frais de Timbre,27000.0,28000.0
"2024-02-15",DJZFR,CUA,Taxe de Contribution de l'UA,2474.0,2474.0
"2024-02-15",DJZFR,FDT,Frais de Timbre,12000.0,11000.0
"2024-02-15",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,123713.0,123713.0
"2024-02-15",DJZFR,TVA,Taxe sur la Valeur Ajoutée,136084.0,136084.0
"2024-02-16",DJAKH,CCD,Frais Chambre de Commerce,0.0,34828.0
"2024-02-16",DJAKH,CUA,Taxe de Contribution de l'UA,0.0,52688.0
"2024-02-16",DJAKH,DAK,Droit d'Accisse Khat,0.0,12229515
"2024-02-16",DJAKH,FDT,Frais de Timbre,0.0,134000.0
"2024-02-16",DJAKH,FJS,FJSL,0.0,1317200.0
"2024-02-16",DJAKH,IGS,IGS / KHAT,0.0,3216409.0
"2024-02-16",DJAKH,ISS,Impôt Spécial de Solidarité,0.0,377204.0
"2024-02-16",DJAKH,PAT,Patente Khat,0.0,1289775.0
"2024-02-16",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,0.0,5932965.0
"2024-02-16",DJAKH,TVA,Taxe sur la Valeur Ajoutée,0.0,3166538.0
"2024-02-16",DJBAP,CUA,Taxe de Contribution de l'UA,400.0,400.0
"2024-02-16",DJBAP,FDT,Frais de Timbre,2000.0,2000.0
"2024-02-16",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,10500.0,10500.0
"2024-02-16",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,21850.0,21850.0
"2024-02-16",DJBAP,TVA,Taxe sur la Valeur Ajoutée,23235.0,23235.0
"2024-02-16",DJTRS,FDT,Frais de Timbre,49000.0,49000.0
"2024-02-17",DIFTZ,FDT,Frais de Timbre,25000.0,23000.0
"2024-02-17",DJAFR,CUA,Taxe de Contribution de l'UA,19222.0,15598.0
"2024-02-17",DJAFR,FDT,Frais de Timbre,9000.0,6000.0
"2024-02-17",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,618912.0,618912.0
"2024-02-17",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,80040.0,0.0
"2024-02-17",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,95362.0,95362.0
"2024-02-17",DJAFR,TVA,Taxe sur la Valeur Ajoutée,930915.0,722745.0
"2024-02-17",DJAKH,CCD,Frais Chambre de Commerce,10124.0,31270.0
"2024-02-17",DJAKH,CUA,Taxe de Contribution de l'UA,14836.0,47948.0
"2024-02-17",DJAKH,DAK,Droit d'Accisse Khat,4057408.0,11170878
"2024-02-17",DJAKH,FDT,Frais de Timbre,78000.0,134000.0
"2024-02-17",DJAKH,FJS,FJSL,370900.0,1198700.0
"2024-02-17",DJAKH,IGS,IGS / KHAT,1084852.0,2929660.0
"2024-02-17",DJAKH,ISS,Impôt Spécial de Solidarité,108456.0,340240.0
"2024-02-17",DJAKH,PAT,Patente Khat,370900.0,1163400.0
"2024-02-17",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,1706140.0,5351640.0
"2024-02-17",DJAKH,TVA,Taxe sur la Valeur Ajoutée,912414.0,2853845.0
"2024-02-17",DJBAP,CUA,Taxe de Contribution de l'UA,176.0,176.0
"2024-02-17",DJBAP,DAT,Droit d'Accisse Tabacs,66000.0,66000.0
"2024-02-17",DJBAP,FDT,Frais de Timbre,1000.0,1000.0
"2024-02-17",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,20240.0,20240.0
"2024-02-17",DJBAP,TVA,Taxe sur la Valeur Ajoutée,17424.0,17424.0
"2024-02-17",DJFRZ,CUA,Taxe de Contribution de l'UA,6474.0,6474.0
"2024-02-17",DJFRZ,FDT,Frais de Timbre,32000.0,24000.0
"2024-02-17",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,323751.0,323751.0
"2024-02-17",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,356125.0,356125.0
"2024-02-17",DJGAR,CUA,Taxe de Contribution de l'UA,119403.0,0.0
"2024-02-17",DJGAR,FDT,Frais de Timbre,40000.0,0.0
"2024-02-17",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,4476780.0,0.0
"2024-02-17",DJGAR,TVA,Taxe sur la Valeur Ajoutée,375000.0,0.0
"2024-02-17",DJPRT,CUA,Taxe de Contribution de l'UA,96539.0,64011.0
"2024-02-17",DJPRT,DAE,Droit d'Accisse Eau de toilettes,19200.0,0.0
"2024-02-17",DJPRT,FDT,Frais de Timbre,11000.0,7000.0
"2024-02-17",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,1689348.0,649965.0
"2024-02-17",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,4928178.0,3577755.0
"2024-02-17",DJPRT,TVA,Taxe sur la Valeur Ajoutée,5490926.0,3623502.0
"2024-02-17",DJPTR,ALG,Ajustement Légale du Gasoil,320787.0,0.0
"2024-02-17",DJPTR,ALP,Ajustement Légal du Pétrol,-1432122.0,0.0
"2024-02-17",DJPTR,ALS,Ajustement Légal du Super,2298962.0,0.0
"2024-02-17",DJPTR,CUA,Taxe de Contribution de l'UA,434689.0,0.0
"2024-02-17",DJPTR,DAG,Droit d'accise sur le gasoil,2315538.0,0.0
"2024-02-17",DJPTR,DAS,Droit d'accises sur le Super,2680870.0,0.0
"2024-02-17",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-02-17",DJPTR,FDT,Frais de Timbre,11000.0,2000.0
"2024-02-17",DJPTR,RLG,Redevance Légale su Gasoil,7035376.0,0.0
"2024-02-17",DJPTR,RLP,Redevance Légale du Pétrol,157822.0,0.0
"2024-02-17",DJPTR,RLS,Redevance Légale du Super,2191425.0,0.0
"2024-02-17",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,13911109,0.0
"2024-02-17",DJPTR,TVA,Taxe sur la Valeur Ajoutée,7939058.0,0.0
"2024-02-17",DJTRS,FDT,Frais de Timbre,134000.0,73000.0
"2024-02-17",DJUKB,FDT,Frais de Timbre,11000.0,11000.0
"2024-02-17",DJZEA,FDT,Frais de Timbre,5000.0,3000.0
"2024-02-17",DJZFR,CUA,Taxe de Contribution de l'UA,3393.0,3393.0
"2024-02-17",DJZFR,FDT,Frais de Timbre,9000.0,9000.0
"2024-02-17",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,169664.0,169664.0
"2024-02-17",DJZFR,TVA,Taxe sur la Valeur Ajoutée,186630.0,186630.0
"2024-02-18",DIFTZ,CUA,Taxe de Contribution de l'UA,30885.0,59132.0
"2024-02-18",DIFTZ,DLLP,Droits d'assises sur le lait en ,450000.0,450000.0
"2024-02-18",DIFTZ,FDT,Frais de Timbre,46000.0,54000.0
"2024-02-18",DIFTZ,PAL,Droit d'Assises sur les Pattes,1090000.0,1090000.0
"2024-02-18",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,0.0,550796.0
"2024-02-18",DIFTZ,TIC20,Taxe Intérieur Consommation à 20%,1024675.0,1024675.0
"2024-02-18",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,773260.0,773260.0
"2024-02-18",DIFTZ,TIC30,Taxe Intérieur Consommation à 30%,2087250.0,2087250.0
"2024-02-18",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,2086806.0,3554282.0
"2024-02-18",DJAFR,CUA,Taxe de Contribution de l'UA,26106.0,39276.0
"2024-02-18",DJAFR,FDT,Frais de Timbre,31000.0,33000.0
"2024-02-18",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,206070.0,178473.0
"2024-02-18",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,296631.0,1146849.0
"2024-02-18",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,742193.0,995371.0
"2024-02-18",DJAFR,TVA,Taxe sur la Valeur Ajoutée,428217.0,852542.0
"2024-02-18",DJAKH,CCD,Frais Chambre de Commerce,35677.0,33345.0
"2024-02-18",DJAKH,CUA,Taxe de Contribution de l'UA,52278.0,50684.0
"2024-02-18",DJAKH,DAK,Droit d'Accisse Khat,14297208,11779265
"2024-02-18",DJAKH,FDT,Frais de Timbre,261000.0,134000.0
"2024-02-18",DJAKH,FJS,FJSL,1306950.0,1267100.0
"2024-02-18",DJAKH,IGS,IGS / KHAT,3822727.0,3094928.0
"2024-02-18",DJAKH,ISS,Impôt Spécial de Solidarité,382170.0,361743.0
"2024-02-18",DJAKH,PAT,Patente Khat,1306950.0,1236925.0
"2024-02-18",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,6011970.0,5689855.0
"2024-02-18",DJAKH,TVA,Taxe sur la Valeur Ajoutée,3215097.0,3035894.0
"2024-02-18",DJBAP,CUA,Taxe de Contribution de l'UA,190.0,748.0
"2024-02-18",DJBAP,FDT,Frais de Timbre,2000.0,3000.0
"2024-02-18",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,4500.0,4500.0
"2024-02-18",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,11500.0,75768.0
"2024-02-18",DJBAP,TVA,Taxe sur la Valeur Ajoutée,11100.0,45469.0
"2024-02-18",DJEXO,CBU,Taxe de Contribution Budgétaire,26250.0,131312.0
"2024-02-18",DJEXO,CUA,Taxe de Contribution de l'UA,116807.0,124796.0
"2024-02-18",DJEXO,DAA,Droit d'Accisse Alcool,0.0,0.0
"2024-02-18",DJEXO,DAL,Droit d'Accisse Huiles lubrifiants,0.0,0.0
"2024-02-18",DJEXO,DEG,Droit d'assise eau gazeuse,0.0,0.0
"2024-02-18",DJEXO,DEM,Droit d'accises Eau Minéral,0.0,0.0
"2024-02-18",DJEXO,FDT,Frais de Timbre,21000.0,29000.0
"2024-02-18",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-02-18",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-02-18",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-02-18",DJEXO,TIC30,Taxe Intérieur Consommation à 30%,0.0,0.0
"2024-02-18",DJEXO,TVA,Taxe sur la Valeur Ajoutée,288166.0,425061.0
"2024-02-18",DJFRZ,CUA,Taxe de Contribution de l'UA,30490.0,27470.0
"2024-02-18",DJFRZ,DAA,Droit d'Accisse Alcool,1198500.0,0.0
"2024-02-18",DJFRZ,DEM,Droit d'accises Eau Minéral,70560.0,0.0
"2024-02-18",DJFRZ,FDT,Frais de Timbre,64000.0,62000.0
"2024-02-18",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,16003.0,0.0
"2024-02-18",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,1373533.0,1373533.0
"2024-02-18",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,347392.0,0.0
"2024-02-18",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,1823571.0,1510886.0
"2024-02-18",DJGAR,CUA,Taxe de Contribution de l'UA,0.0,131884.0
"2024-02-18",DJGAR,FDT,Frais de Timbre,0.0,31000.0
"2024-02-18",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,0.0,5216070.0
"2024-02-18",DJGAR,TVA,Taxe sur la Valeur Ajoutée,0.0,75000.0
"2024-02-18",DJPRT,CUA,Taxe de Contribution de l'UA,208687.0,493657.0
"2024-02-18",DJPRT,DLLP,Droits d'assises sur le lait en ,0.0,23083500
"2024-02-18",DJPRT,FDT,Frais de Timbre,37000.0,46000.0
"2024-02-18",DJPRT,FDT,Recette FDT,10000.0,0.0
"2024-02-18",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,4673297.0,8858275.0
"2024-02-18",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,9600.0,9600.0
"2024-02-18",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,6695379.0,29440469
"2024-02-18",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,28800.0,28800.0
"2024-02-18",DJPRT,TVA,Taxe sur la Valeur Ajoutée,11529713,30779783
"2024-02-18",DJPTR,ALP,Ajustement Légal du Pétrol,0.0,-26098200
"2024-02-18",DJPTR,CUA,Taxe de Contribution de l'UA,0.0,239558.0
"2024-02-18",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-02-18",DJPTR,FDT,Frais de Timbre,0.0,3000.0
"2024-02-18",DJPTR,RLP,Redevance Légale du Pétrol,0.0,0.0
"2024-02-18",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-02-18",DJPTR,TVA,Taxe sur la Valeur Ajoutée,0.0,0.0
"2024-02-18",DJREV,CUA,Taxe de Contribution de l'UA,1536.0,0.0
"2024-02-18",DJREV,FDT,Frais de Timbre,1000.0,1000.0
"2024-02-18",DJREV,TIC23,Taxe Intérieur Consommation à 23%,176648.0,0.0
"2024-02-18",DJREV,TVA,Taxe sur la Valeur Ajoutée,94468.0,0.0
"2024-02-18",DJTRS,FDT,Frais de Timbre,133000.0,118000.0
"2024-02-18",DJUKB,FDT,Frais de Timbre,28000.0,28000.0
"2024-02-18",DJZEA,FDT,Frais de Timbre,22000.0,14000.0
"2024-02-18",DJZFR,CUA,Taxe de Contribution de l'UA,0.0,20938.0
